Continent,WeekRange,Mean,Std,Min,Max
America,10/07/2022 - 16/07/2022,12815.986394557824,34731.32087308018,0,204317
America,17/07/2022 - 23/07/2022,11774.877551020409,31499.122029490583,0,216403
America,24/07/2022 - 30/07/2022,11130.238095238095,34116.87001942549,0,239777
America,31/07/2022 - 06/08/2022,9768.544217687075,29390.199791028866,-10552,200399
America,07/08/2022 - 13/08/2022,8701.380952380952,28220.70262742209,0,196479
America,14/08/2022 - 20/08/2022,6635.761904761905,21873.181747159975,0,149128
America,21/08/2022 - 27/08/2022,6779.068027210885,23869.2480164762,0,151689
America,28/08/2022 - 03/09/2022,5480.632653061224,20499.349586434975,0,154220
America,04/09/2022 - 10/09/2022,4591.374149659864,18590.885927002888,0,123971
America,11/09/2022 - 17/09/2022,3639.6802721088434,14621.511600353288,-141,103201
America,18/09/2022 - 24/09/2022,3790.639455782313,14565.87884991796,-136,98364
America,25/09/2022 - 01/10/2022,3081.687074829932,12082.750623973547,0,86545
America,02/10/2022 - 08/10/2022,2710.904761904762,10672.422280500961,0,71377
America,09/10/2022 - 15/10/2022,2439.0,9458.594751401124,0,64701
America,16/10/2022 - 22/10/2022,2465.877551020408,9320.2067300974,0,60699
America,23/10/2022 - 29/10/2022,2544.7687074829932,9426.148299706258,0,71540
America,30/10/2022 - 05/11/2022,2688.6190476190477,10484.630321435703,-111,74039
America,06/11/2022 - 12/11/2022,2771.530612244898,10983.67232566677,-229,97325
America,13/11/2022 - 19/11/2022,3278.156462585034,11963.204938191102,-1301,84748
America,20/11/2022 - 26/11/2022,3437.5850340136053,12762.895380935548,-267,113440
America,27/11/2022 - 03/12/2022,5525.775510204082,17909.586416981867,0,113012
America,04/12/2022 - 10/12/2022,5530.0204081632655,20927.054184525023,-270,145440
America,11/12/2022 - 17/12/2022,7027.210884353742,21872.01712397971,0,148168
America,18/12/2022 - 24/12/2022,6312.557823129252,21382.01471763903,0,182123
America,25/12/2022 - 31/12/2022,5592.775510204082,20420.470031284156,-65286,113344
America,01/01/2023 - 07/01/2023,5856.278911564626,23046.29630387028,-1029,198116
America,08/01/2023 - 14/01/2023,4555.469387755102,16591.533545801416,0,139618
America,15/01/2023 - 21/01/2023,3876.156462585034,15277.41955175295,0,128630
America,22/01/2023 - 28/01/2023,2898.2721088435374,11529.404614929808,-1524,102308
America,29/01/2023 - 04/02/2023,3181.469387755102,13322.867717187351,-44,116509
America,05/02/2023 - 11/02/2023,2514.734693877551,10634.89195630502,0,83517
America,12/02/2023 - 18/02/2023,2619.3537414965986,10799.00201680421,-927,89007
America,19/02/2023 - 25/02/2023,2317.0204081632655,11449.402495906907,-134,110163
America,26/02/2023 - 04/03/2023,2684.482993197279,10853.938112629487,-1513,90417
America,05/03/2023 - 11/03/2023,1811.8857142857144,8534.969129675013,-5156,64861
